Material_Order_ID,Delivery_Date,Order_Date,Order_Number,Material,Restaurant
R7M005000077,1999-05-09,1999-05-07,10000.0,鴨肉片,0007
R4M003000097,1999-05-09,1999-05-01,3711.0,全鴨,0004
R4M006000004,1999-05-09,1999-05-01,43236.0,特殊辣香料,0004
R4M004000025,1999-05-09,1999-05-01,30000.0,香草,0004
R5M006000009,1999-05-09,1999-05-03,12227.0,特殊辣香料,0005
R9M003000075,1999-05-10,1999-05-02,1500.0,全鴨,0009
R6M006000009,1999-05-10,1999-05-07,8000.0,特殊辣香料,0006
R1M005000092,1999-05-10,1999-05-02,10000.0,鴨肉片,0001
R4M007000031,1999-05-11,1999-05-03,8913.0,豆腐,0004
R10M005000105,1999-05-11,1999-05-05,15000.0,鴨肉片,0010
R7M007000025,1999-05-12,1999-05-10,3000.0,豆腐,0007
R3M005000102,1999-05-12,1999-05-05,20000.0,鴨肉片,0003
R5M005000049,1999-05-12,1999-05-06,15000.0,鴨肉片,0005
R2M003000102,1999-05-12,1999-05-07,5109.0,全鴨,0002
R1M007000051,1999-05-12,1999-05-04,2000.0,豆腐,0001
R2M006000013,1999-05-12,1999-05-07,20000.0,特殊辣香料,0002
R2M007000061,1999-05-12,1999-05-07,8000.0,豆腐,0002
R1M003000107,1999-05-13,1999-05-05,1500.0,全鴨,0001
R10M007000022,1999-05-13,1999-05-07,12000.0,豆腐,0010
R2M005000089,1999-05-13,1999-05-08,20000.0,鴨肉片,0002
R5M007000027,1999-05-13,1999-05-07,9409.0,豆腐,0005
R9M005000096,1999-05-14,1999-05-06,8000.0,鴨肉片,0009
R8M007000024,1999-05-15,1999-05-05,3000.0,豆腐,0008
R6M007000027,1999-05-15,1999-05-12,5000.0,豆腐,0006
R3M007000024,1999-05-16,1999-05-09,30000.0,豆腐,0003
R1M007000052,1999-05-17,1999-05-09,2000.0,豆腐,0001
R8M005000082,1999-05-17,1999-05-07,8000.0,鴨肉片,0008
R10M003000161,1999-05-17,1999-05-11,2000.0,全鴨,0010
R2M007000062,1999-05-17,1999-05-12,8000.0,豆腐,0002
R10M004000033,1999-05-17,1999-05-11,30000.0,香草,0010
R5M003000065,1999-05-18,1999-05-12,2285.0,全鴨,0005
R6M005000111,1999-05-18,1999-05-15,8000.0,鴨肉片,0006
R3M003000153,1999-05-18,1999-05-11,2500.0,全鴨,0003
R3M004000039,1999-05-18,1999-05-11,30000.0,香草,0003
R6M004000017,1999-05-18,1999-05-15,30000.0,香草,0006
R6M003000161,1999-05-19,1999-05-16,1000.0,全鴨,0006
R4M007000032,1999-05-19,1999-05-11,6000.0,豆腐,0004
R1M007000053,1999-05-21,1999-05-13,2000.0,豆腐,0001
R8M003000076,1999-05-21,1999-05-11,1500.0,全鴨,0008
R7M007000026,1999-05-21,1999-05-19,3000.0,豆腐,0007
R7M004000091,1999-05-22,1999-05-20,8000.0,香草,0007
R2M007000063,1999-05-22,1999-05-17,10396.0,豆腐,0002
R10M002000018,1999-05-22,1999-05-16,15000.0,麵線,0010
R7M003000121,1999-05-22,1999-05-20,2000.0,全鴨,0007
R9M007000022,1999-05-22,1999-05-14,10000.0,豆腐,0009
R3M005000103,1999-05-22,1999-05-15,20000.0,鴨肉片,0003
R5M007000028,1999-05-23,1999-05-17,8199.0,豆腐,0005
R10M005000106,1999-05-23,1999-05-17,15000.0,鴨肉片,0010
R1M004000049,1999-05-24,1999-05-16,10000.0,香草,0001
R2M005000090,1999-05-24,1999-05-19,20000.0,鴨肉片,0002
R1M005000093,1999-05-25,1999-05-17,10000.0,鴨肉片,0001
R6M007000028,1999-05-25,1999-05-22,5000.0,豆腐,0006
R8M007000025,1999-05-25,1999-05-15,3000.0,豆腐,0008
R2M003000103,1999-05-25,1999-05-20,5020.0,全鴨,0002
R4M005000074,1999-05-26,1999-05-18,20000.0,鴨肉片,0004
R2M007000064,1999-05-26,1999-05-21,8000.0,豆腐,0002
R1M007000054,1999-05-26,1999-05-18,2000.0,豆腐,0001
R7M005000078,1999-05-26,1999-05-24,10000.0,鴨肉片,0007
R7M002000077,1999-05-26,1999-05-24,2000.0,麵線,0007
R10M007000023,1999-05-26,1999-05-20,12000.0,豆腐,0010
R4M003000098,1999-05-26,1999-05-18,2500.0,全鴨,0004
R10M003000162,1999-05-26,1999-05-20,2000.0,全鴨,0010
R9M005000097,1999-05-27,1999-05-19,8000.0,鴨肉片,0009
R4M007000033,1999-05-28,1999-05-20,6000.0,豆腐,0004
R1M003000108,1999-05-28,1999-05-20,1500.0,全鴨,0001
R3M006000013,1999-05-29,1999-05-22,30000.0,特殊辣香料,0003
R6M005000112,1999-05-29,1999-05-26,8000.0,鴨肉片,0006
R6M003000162,1999-05-29,1999-05-26,1000.0,全鴨,0006
R7M007000027,1999-05-30,1999-05-28,3000.0,豆腐,0007
R3M007000025,1999-05-30,1999-05-23,30000.0,豆腐,0003
R1M007000055,1999-05-30,1999-05-22,2000.0,豆腐,0001
R9M003000076,1999-05-30,1999-05-22,1500.0,全鴨,0009
R3M005000104,1999-05-31,1999-05-24,20000.0,鴨肉片,0003
R1M002000021,1999-05-31,1999-05-23,8000.0,麵線,0001
R2M007000065,1999-05-31,1999-05-26,14450.0,豆腐,0002
R8M005000083,1999-06-01,1999-05-22,8000.0,鴨肉片,0008
R5M007000029,1999-06-01,1999-05-26,5000.0,豆腐,0005
R3M003000154,1999-06-02,1999-05-26,2500.0,全鴨,0003
R8M004000018,1999-06-02,1999-05-23,20000.0,香草,0008
R6M007000029,1999-06-03,1999-05-31,5000.0,豆腐,0006
R2M006000014,1999-06-03,1999-05-29,23244.0,特殊辣香料,0002
R7M006000006,1999-06-03,1999-06-01,8000.0,特殊辣香料,0007
R7M001000036,1999-06-03,1999-06-01,5000.0,米,0007
R2M005000091,1999-06-04,1999-05-30,20000.0,鴨肉片,0002
R2M007000066,1999-06-04,1999-05-30,8000.0,豆腐,0002
R1M007000056,1999-06-04,1999-05-27,2000.0,豆腐,0001
R10M005000107,1999-06-04,1999-05-29,15000.0,鴨肉片,0010
R7M003000122,1999-06-04,1999-06-02,2000.0,全鴨,0007
R8M007000026,1999-06-04,1999-05-25,3000.0,豆腐,0008
R4M007000034,1999-06-05,1999-05-28,6000.0,豆腐,0004
R10M003000163,1999-06-05,1999-05-30,2000.0,全鴨,0010
R9M006000012,1999-06-06,1999-05-29,10000.0,特殊辣香料,0009
R5M005000050,1999-06-06,1999-05-31,27690.0,鴨肉片,0005
R1M006000008,1999-06-06,1999-05-29,8000.0,特殊辣香料,0001
R9M007000023,1999-06-07,1999-05-30,10000.0,豆腐,0009
R10M007000024,1999-06-07,1999-06-01,12000.0,豆腐,0010
R9M005000098,1999-06-07,1999-05-30,8000.0,鴨肉片,0009
R2M003000104,1999-06-07,1999-06-02,3000.0,全鴨,0002
R5M006000010,1999-06-08,1999-06-02,8000.0,特殊辣香料,0005
R1M005000094,1999-06-08,1999-05-31,10000.0,鴨肉片,0001
R6M003000163,1999-06-08,1999-06-05,1000.0,全鴨,0006
R7M007000028,1999-06-08,1999-06-06,3000.0,豆腐,0007
R1M007000057,1999-06-08,1999-05-31,2000.0,豆腐,0001
R2M007000067,1999-06-08,1999-06-03,8395.0,豆腐,0002
R7M004000092,1999-06-09,1999-06-07,8000.0,香草,0007
R3M005000105,1999-06-09,1999-06-02,20000.0,鴨肉片,0003
R6M005000113,1999-06-09,1999-06-06,8000.0,鴨肉片,0006
R7M005000079,1999-06-10,1999-06-08,10000.0,鴨肉片,0007
R7M002000078,1999-06-10,1999-06-08,2000.0,麵線,0007
R5M007000030,1999-06-10,1999-06-04,5000.0,豆腐,0005
R6M006000010,1999-06-10,1999-06-07,8000.0,特殊辣香料,0006
R2M004000032,1999-06-10,1999-06-05,30000.0,香草,0002
R10M006000008,1999-06-11,1999-06-05,20000.0,特殊辣香料,0010
R9M004000018,1999-06-11,1999-06-03,20000.0,香草,0009
R4M003000099,1999-06-11,1999-06-03,2500.0,全鴨,0004
R6M002000014,1999-06-11,1999-06-08,10000.0,麵線,0006
R4M005000075,1999-06-12,1999-06-04,20000.0,鴨肉片,0004
R3M007000026,1999-06-12,1999-06-05,30000.0,豆腐,0003
R5M002000014,1999-06-12,1999-06-06,10000.0,麵線,0005
R9M002000014,1999-06-12,1999-06-04,10000.0,麵線,0009
R1M003000109,1999-06-12,1999-06-04,1500.0,全鴨,0001
R8M003000077,1999-06-12,1999-06-02,1500.0,全鴨,0008
R4M002000014,1999-06-13,1999-06-05,20000.0,麵線,0004
R4M007000035,1999-06-13,1999-06-05,6000.0,豆腐,0004
R5M003000066,1999-06-13,1999-06-07,3362.0,全鴨,0005
R2M005000092,1999-06-13,1999-06-08,31882.0,鴨肉片,0002
R1M007000058,1999-06-13,1999-06-05,2000.0,豆腐,0001
R2M007000068,1999-06-13,1999-06-08,8503.0,豆腐,0002
R6M007000030,1999-06-13,1999-06-10,5000.0,豆腐,0006
R8M005000084,1999-06-14,1999-06-04,8000.0,鴨肉片,0008
R8M007000027,1999-06-14,1999-06-04,3000.0,豆腐,0008
R10M003000164,1999-06-15,1999-06-09,2000.0,全鴨,0010
R10M005000108,1999-06-15,1999-06-09,15000.0,鴨肉片,0010
R7M007000029,1999-06-16,1999-06-14,3000.0,豆腐,0007
R2M007000069,1999-06-17,1999-06-12,8000.0,豆腐,0002
R3M003000155,1999-06-17,1999-06-10,2500.0,全鴨,0003
R1M007000059,1999-06-17,1999-06-09,2000.0,豆腐,0001
R2M001000027,1999-06-17,1999-06-12,20294.0,米,0002
R3M005000106,1999-06-18,1999-06-11,20000.0,鴨肉片,0003
R6M003000164,1999-06-18,1999-06-15,1000.0,全鴨,0006
R9M005000099,1999-06-18,1999-06-10,8000.0,鴨肉片,0009
R7M003000123,1999-06-18,1999-06-16,2000.0,全鴨,0007
R8M006000006,1999-06-18,1999-06-08,8000.0,特殊辣香料,0008
R2M003000105,1999-06-19,1999-06-14,4029.0,全鴨,0002
R6M005000114,1999-06-19,1999-06-16,8000.0,鴨肉片,0006
R10M007000025,1999-06-19,1999-06-13,12000.0,豆腐,0010
R5M007000031,1999-06-20,1999-06-14,5820.0,豆腐,0005
R1M001000031,1999-06-20,1999-06-12,6000.0,米,0001
R9M003000077,1999-06-20,1999-06-12,1500.0,全鴨,0009
R1M005000095,1999-06-21,1999-06-13,10000.0,鴨肉片,0001
R9M007000024,1999-06-21,1999-06-13,10000.0,豆腐,0009
R4M007000036,1999-06-21,1999-06-13,6000.0,豆腐,0004
R2M007000070,1999-06-21,1999-06-16,8000.0,豆腐,0002
R1M007000060,1999-06-21,1999-06-13,2000.0,豆腐,0001
R6M007000031,1999-06-22,1999-06-19,5000.0,豆腐,0006
R2M005000093,1999-06-23,1999-06-18,30992.0,鴨肉片,0002
R8M007000028,1999-06-24,1999-06-14,3000.0,豆腐,0008
R7M002000079,1999-06-24,1999-06-22,2000.0,麵線,0007
R7M005000080,1999-06-24,1999-06-22,10000.0,鴨肉片,0007
R1M004000050,1999-06-25,1999-06-17,10000.0,香草,0001
R2M006000015,1999-06-25,1999-06-20,28684.0,特殊辣香料,0002
R10M005000109,1999-06-25,1999-06-19,15000.0,鴨肉片,0010
R10M003000165,1999-06-25,1999-06-19,2000.0,全鴨,0010
R3M006000014,1999-06-25,1999-06-18,30000.0,特殊辣香料,0003
R7M007000030,1999-06-25,1999-06-23,3000.0,豆腐,0007
R1M007000061,1999-06-26,1999-06-18,2000.0,豆腐,0001
R3M007000027,1999-06-26,1999-06-19,30000.0,豆腐,0003
R3M005000107,1999-06-26,1999-06-19,20000.0,鴨肉片,0003
R2M007000071,1999-06-26,1999-06-21,8000.0,豆腐,0002
R8M005000085,1999-06-27,1999-06-17,8000.0,鴨肉片,0008
R7M004000093,1999-06-27,1999-06-25,8000.0,香草,0007
R5M005000051,1999-06-27,1999-06-21,22402.0,鴨肉片,0005
R1M003000110,1999-06-27,1999-06-19,1500.0,全鴨,0001
R9M005000100,1999-06-28,1999-06-20,8000.0,鴨肉片,0009
R4M003000100,1999-06-28,1999-06-20,2789.0,全鴨,0004
R6M003000165,1999-06-28,1999-06-25,1000.0,全鴨,0006
R4M005000076,1999-06-28,1999-06-20,20000.0,鴨肉片,0004
R6M005000115,1999-06-28,1999-06-25,8000.0,鴨肉片,0006
R4M007000037,1999-06-29,1999-06-21,6000.0,豆腐,0004
R5M007000032,1999-06-29,1999-06-23,5000.0,豆腐,0005
R2M007000072,1999-06-30,1999-06-25,8000.0,豆腐,0002
R1M007000062,1999-06-30,1999-06-22,2000.0,豆腐,0001
R7M003000124,1999-07-01,1999-06-29,2000.0,全鴨,0007
R6M007000032,1999-07-01,1999-06-28,5000.0,豆腐,0006
R10M007000026,1999-07-01,1999-06-25,12000.0,豆腐,0010
R2M002000022,1999-07-02,1999-06-27,21856.0,麵線,0002
R2M005000094,1999-07-02,1999-06-27,20000.0,鴨肉片,0002
R2M003000106,1999-07-03,1999-06-28,3000.0,全鴨,0002
R7M007000031,1999-07-03,1999-07-01,3000.0,豆腐,0007
R8M007000029,1999-07-03,1999-06-23,3000.0,豆腐,0008
R1M005000096,1999-07-03,1999-06-25,10000.0,鴨肉片,0001
R3M003000156,1999-07-03,1999-06-26,2500.0,全鴨,0003
R10M004000034,1999-07-04,1999-06-28,30000.0,香草,0010
R8M002000013,1999-07-04,1999-06-24,10000.0,麵線,0008
R10M005000110,1999-07-04,1999-06-28,15000.0,鴨肉片,0010
R10M003000166,1999-07-04,1999-06-28,2000.0,全鴨,0010
R2M007000073,1999-07-04,1999-06-29,14403.0,豆腐,0002
R3M005000108,1999-07-04,1999-06-27,20000.0,鴨肉片,0003
R1M007000063,1999-07-04,1999-06-26,2000.0,豆腐,0001
R8M003000078,1999-07-05,1999-06-25,1500.0,全鴨,0008
R8M001000015,1999-07-06,1999-06-26,10000.0,米,0008
R4M007000038,1999-07-06,1999-06-28,6000.0,豆腐,0004
R9M006000013,1999-07-06,1999-06-28,10000.0,特殊辣香料,0009
R7M005000081,1999-07-07,1999-07-05,10000.0,鴨肉片,0007
R9M007000025,1999-07-07,1999-06-29,10000.0,豆腐,0009
R6M005000116,1999-07-07,1999-07-04,8000.0,鴨肉片,0006
R7M002000080,1999-07-07,1999-07-05,2000.0,麵線,0007
R5M006000011,1999-07-07,1999-07-01,8000.0,特殊辣香料,0005
R2M007000074,1999-07-08,1999-07-03,10764.0,豆腐,0002
R5M007000033,1999-07-08,1999-07-02,5000.0,豆腐,0005
R6M003000166,1999-07-08,1999-07-05,1000.0,全鴨,0006
R1M007000064,1999-07-08,1999-06-30,2000.0,豆腐,0001
R5M003000067,1999-07-08,1999-07-02,2792.0,全鴨,0005
R9M005000101,1999-07-08,1999-06-30,8000.0,鴨肉片,0009
R3M007000028,1999-07-09,1999-07-02,30000.0,豆腐,0003
R8M005000086,1999-07-09,1999-06-29,8000.0,鴨肉片,0008
R6M006000011,1999-07-09,1999-07-06,8000.0,特殊辣香料,0006
R3M002000018,1999-07-10,1999-07-03,20000.0,麵線,0003
R6M007000033,1999-07-10,1999-07-07,5000.0,豆腐,0006
R7M007000032,1999-07-11,1999-07-09,3000.0,豆腐,0007
R1M006000009,1999-07-11,1999-07-03,8000.0,特殊辣香料,0001
R2M005000095,1999-07-11,1999-07-06,20000.0,鴨肉片,0002
R10M007000027,1999-07-12,1999-07-06,12000.0,豆腐,0010
R9M003000078,1999-07-12,1999-07-04,1500.0,全鴨,0009
R2M007000075,1999-07-12,1999-07-07,13404.0,豆腐,0002
R3M005000109,1999-07-12,1999-07-05,20000.0,鴨肉片,0003
R8M007000030,1999-07-12,1999-07-02,3000.0,豆腐,0008
R4M005000077,1999-07-12,1999-07-04,23370.0,鴨肉片,0004
R1M007000065,1999-07-12,1999-07-04,2000.0,豆腐,0001
R1M003000111,1999-07-13,1999-07-05,1500.0,全鴨,0001
R4M007000039,1999-07-13,1999-07-05,6000.0,豆腐,0004
R5M001000016,1999-07-13,1999-07-07,10000.0,米,0005
R10M005000111,1999-07-14,1999-07-08,15000.0,鴨肉片,0010
R7M004000094,1999-07-14,1999-07-12,8000.0,香草,0007
R3M001000018,1999-07-14,1999-07-07,20000.0,米,0003
R4M003000101,1999-07-14,1999-07-06,2500.0,全鴨,0004
R7M003000125,1999-07-14,1999-07-12,2000.0,全鴨,0007
R1M005000097,1999-07-14,1999-07-06,10000.0,鴨肉片,0001
R9M001000016,1999-07-14,1999-07-06,10000.0,米,0009
R4M004000026,1999-07-14,1999-07-06,43821.0,香草,0004
R10M003000167,1999-07-15,1999-07-09,2000.0,全鴨,0010
R2M006000016,1999-07-16,1999-07-11,20000.0,特殊辣香料,0002
R2M007000076,1999-07-16,1999-07-11,8000.0,豆腐,0002
R1M007000066,1999-07-16,1999-07-08,2000.0,豆腐,0001
R2M003000107,1999-07-16,1999-07-11,3000.0,全鴨,0002
R5M005000052,1999-07-16,1999-07-10,15326.0,鴨肉片,0005
R6M005000117,1999-07-16,1999-07-13,8000.0,鴨肉片,0006
R7M001000037,1999-07-16,1999-07-14,5000.0,米,0007
R7M006000007,1999-07-17,1999-07-15,8000.0,特殊辣香料,0007
R3M004000040,1999-07-17,1999-07-10,30000.0,香草,0003
R5M007000034,1999-07-17,1999-07-11,6957.0,豆腐,0005
R9M005000102,1999-07-17,1999-07-09,8000.0,鴨肉片,0009
R10M001000021,1999-07-17,1999-07-11,15000.0,米,0010
R6M003000167,1999-07-18,1999-07-15,1000.0,全鴨,0006
R3M003000157,1999-07-18,1999-07-11,2500.0,全鴨,0003
R6M007000034,1999-07-18,1999-07-15,5000.0,豆腐,0006
R3M005000110,1999-07-19,1999-07-12,20000.0,鴨肉片,0003
R10M006000009,1999-07-19,1999-07-13,20000.0,特殊辣香料,0010
R7M005000082,1999-07-19,1999-07-17,10000.0,鴨肉片,0007
R7M007000033,1999-07-19,1999-07-17,3000.0,豆腐,0007
R4M007000040,1999-07-20,1999-07-12,6123.0,豆腐,0004
R2M005000096,1999-07-20,1999-07-15,20000.0,鴨肉片,0002
R7M002000081,1999-07-20,1999-07-18,2000.0,麵線,0007
R2M007000077,1999-07-20,1999-07-15,8000.0,豆腐,0002
R3M006000015,1999-07-21,1999-07-14,30000.0,特殊辣香料,0003
R8M007000031,1999-07-21,1999-07-11,3000.0,豆腐,0008
R3M007000029,1999-07-21,1999-07-14,30000.0,豆腐,0003
R1M007000067,1999-07-21,1999-07-13,2000.0,豆腐,0001
R8M005000087,1999-07-21,1999-07-11,8000.0,鴨肉片,0008
R9M007000026,1999-07-22,1999-07-14,10000.0,豆腐,0009
R10M005000112,1999-07-22,1999-07-16,15000.0,鴨肉片,0010
R6M001000016,1999-07-22,1999-07-19,10000.0,米,0006
R2M004000033,1999-07-22,1999-07-17,30000.0,香草,0002
R10M007000028,1999-07-23,1999-07-17,12000.0,豆腐,0010
R5M004000021,1999-07-24,1999-07-18,20000.0,香草,0005
R4M001000016,1999-07-24,1999-07-16,27657.0,米,0004
R2M007000078,1999-07-24,1999-07-19,8000.0,豆腐,0002
R10M003000168,1999-07-24,1999-07-18,2000.0,全鴨,0010
R5M007000035,1999-07-25,1999-07-19,5000.0,豆腐,0005
R4M005000078,1999-07-25,1999-07-17,20000.0,鴨肉片,0004
R1M007000068,1999-07-25,1999-07-17,2000.0,豆腐,0001
R6M005000118,1999-07-25,1999-07-22,8000.0,鴨肉片,0006
R1M005000098,1999-07-25,1999-07-17,10000.0,鴨肉片,0001
R1M002000022,1999-07-26,1999-07-18,8000.0,麵線,0001
R4M006000005,1999-07-26,1999-07-18,30000.0,特殊辣香料,0004
R9M005000103,1999-07-26,1999-07-18,8000.0,鴨肉片,0009
R3M005000111,1999-07-27,1999-07-20,20000.0,鴨肉片,0003
R6M007000035,1999-07-27,1999-07-24,5000.0,豆腐,0006
R1M003000112,1999-07-27,1999-07-19,1500.0,全鴨,0001
R8M003000079,1999-07-27,1999-07-17,1500.0,全鴨,0008
R7M007000034,1999-07-27,1999-07-25,3000.0,豆腐,0007
R4M007000041,1999-07-28,1999-07-20,8618.0,豆腐,0004
R2M005000097,1999-07-28,1999-07-23,20000.0,鴨肉片,0002
R2M007000079,1999-07-28,1999-07-23,12088.0,豆腐,0002
R6M003000168,1999-07-28,1999-07-25,1000.0,全鴨,0006
R2M003000108,1999-07-28,1999-07-23,3000.0,全鴨,0002
R7M003000126,1999-07-28,1999-07-26,2000.0,全鴨,0007
R1M007000069,1999-07-29,1999-07-21,2000.0,豆腐,0001
R10M002000019,1999-07-29,1999-07-23,15000.0,麵線,0010
R1M004000051,1999-07-30,1999-07-22,10000.0,香草,0001
R8M007000032,1999-07-30,1999-07-20,3000.0,豆腐,0008
R7M005000083,1999-07-31,1999-07-29,10000.0,鴨肉片,0007
R10M005000113,1999-07-31,1999-07-25,15000.0,鴨肉片,0010
R8M005000088,1999-08-01,1999-07-22,8000.0,鴨肉片,0008
R4M003000102,1999-08-01,1999-07-24,4363.0,全鴨,0004
R7M004000095,1999-08-01,1999-07-30,8000.0,香草,0007
R3M003000158,1999-08-01,1999-07-25,2500.0,全鴨,0003
R5M003000068,1999-08-02,1999-07-27,2000.0,全鴨,0005
R3M007000030,1999-08-02,1999-07-26,30000.0,豆腐,0003
R2M007000080,1999-08-02,1999-07-28,8000.0,豆腐,0002
R1M007000070,1999-08-02,1999-07-25,2000.0,豆腐,0001
R9M006000014,1999-08-03,1999-07-26,10000.0,特殊辣香料,0009
R5M007000036,1999-08-03,1999-07-28,5000.0,豆腐,0005
R10M003000169,1999-08-03,1999-07-28,2000.0,全鴨,0010
R5M005000053,1999-08-03,1999-07-28,15000.0,鴨肉片,0005
R10M007000029,1999-08-03,1999-07-28,12000.0,豆腐,0010
R9M003000079,1999-08-03,1999-07-26,1500.0,全鴨,0009
R6M005000119,1999-08-03,1999-07-31,8000.0,鴨肉片,0006
R3M005000112,1999-08-03,1999-07-27,20000.0,鴨肉片,0003
R6M007000036,1999-08-04,1999-08-01,5000.0,豆腐,0006
R5M006000012,1999-08-04,1999-07-29,15808.0,特殊辣香料,0005
R1M005000099,1999-08-04,1999-07-27,10000.0,鴨肉片,0001
R7M007000035,1999-08-04,1999-08-02,3000.0,豆腐,0007
R4M007000042,1999-08-04,1999-07-27,7664.0,豆腐,0004
R9M007000027,1999-08-04,1999-07-27,10000.0,豆腐,0009
R9M005000104,1999-08-04,1999-07-27,8000.0,鴨肉片,0009
R2M001000028,1999-08-05,1999-07-31,12000.0,米,0002
R7M002000082,1999-08-05,1999-08-03,2000.0,麵線,0007
R2M006000017,1999-08-05,1999-07-31,35724.0,特殊辣香料,0002
R1M001000032,1999-08-05,1999-07-28,6000.0,米,0001
R6M006000012,1999-08-05,1999-08-02,8000.0,特殊辣香料,0006
R1M007000071,1999-08-06,1999-07-29,2000.0,豆腐,0001
R8M006000007,1999-08-06,1999-07-27,8000.0,特殊辣香料,0008
R2M007000081,1999-08-06,1999-08-01,10545.0,豆腐,0002
R2M005000098,1999-08-06,1999-08-01,20000.0,鴨肉片,0002
R4M005000079,1999-08-07,1999-07-30,22517.0,鴨肉片,0004
R6M003000169,1999-08-07,1999-08-04,1000.0,全鴨,0006
R8M007000033,1999-08-08,1999-07-29,3000.0,豆腐,0008
R2M007000082,1999-08-09,1999-08-04,8000.0,豆腐,0002
R10M005000114,1999-08-09,1999-08-03,15000.0,鴨肉片,0010
R7M003000127,1999-08-10,1999-08-08,2000.0,全鴨,0007
R1M007000072,1999-08-10,1999-08-02,2000.0,豆腐,0001
R2M003000109,1999-08-10,1999-08-05,3029.0,全鴨,0002
R4M007000043,1999-08-11,1999-08-03,9582.0,豆腐,0004
R3M005000113,1999-08-11,1999-08-04,20000.0,鴨肉片,0003
R1M006000010,1999-08-12,1999-08-04,8000.0,特殊辣香料,0001
R6M005000120,1999-08-12,1999-08-09,8000.0,鴨肉片,0006
R7M005000084,1999-08-12,1999-08-10,10000.0,鴨肉片,0007
R1M003000113,1999-08-12,1999-08-04,1500.0,全鴨,0001
R5M007000037,1999-08-12,1999-08-06,5000.0,豆腐,0005
R7M007000036,1999-08-12,1999-08-10,3000.0,豆腐,0007
R10M003000170,1999-08-12,1999-08-06,2000.0,全鴨,0010
R8M005000089,1999-08-13,1999-08-03,8000.0,鴨肉片,0008
R9M005000105,1999-08-13,1999-08-05,8000.0,鴨肉片,0009
R6M007000037,1999-08-13,1999-08-10,5000.0,豆腐,0006
R2M007000083,1999-08-13,1999-08-08,9193.0,豆腐,0002
R3M006000016,1999-08-14,1999-08-07,30000.0,特殊辣香料,0003
R1M007000073,1999-08-14,1999-08-06,2000.0,豆腐,0001
R3M007000031,1999-08-14,1999-08-07,30000.0,豆腐,0003
R10M007000030,1999-08-14,1999-08-08,12000.0,豆腐,0010
R2M005000099,1999-08-14,1999-08-09,32399.0,鴨肉片,0002
R1M005000100,1999-08-15,1999-08-07,10000.0,鴨肉片,0001
R8M003000080,1999-08-16,1999-08-06,1500.0,全鴨,0008
R7M001000038,1999-08-16,1999-08-14,5000.0,米,0007
R2M007000084,1999-08-17,1999-08-12,8000.0,豆腐,0002
R8M007000034,1999-08-17,1999-08-07,3000.0,豆腐,0008
R3M003000159,1999-08-17,1999-08-10,2500.0,全鴨,0003
R1M007000074,1999-08-18,1999-08-10,2000.0,豆腐,0001
R4M007000044,1999-08-18,1999-08-10,6000.0,豆腐,0004
R4M003000103,1999-08-18,1999-08-10,4837.0,全鴨,0004
R6M003000170,1999-08-18,1999-08-15,1000.0,全鴨,0006
R3M005000114,1999-08-18,1999-08-11,20000.0,鴨肉片,0003
R9M007000028,1999-08-18,1999-08-10,10000.0,豆腐,0009
R7M007000037,1999-08-19,1999-08-17,3000.0,豆腐,0007
R10M005000115,1999-08-19,1999-08-13,15000.0,鴨肉片,0010
R7M004000096,1999-08-19,1999-08-17,8000.0,香草,0007
R4M005000080,1999-08-20,1999-08-12,20000.0,鴨肉片,0004
R5M007000038,1999-08-20,1999-08-14,7671.0,豆腐,0005
R1M007000075,1999-08-21,1999-08-13,2000.0,豆腐,0001
R6M005000121,1999-08-21,1999-08-18,8000.0,鴨肉片,0006
R10M003000171,1999-08-21,1999-08-15,2000.0,全鴨,0010
R10M004000035,1999-08-21,1999-08-15,30000.0,香草,0010
R2M007000085,1999-08-21,1999-08-16,8000.0,豆腐,0002
R5M005000054,1999-08-22,1999-08-16,27077.0,鴨肉片,0005
R7M002000083,1999-08-22,1999-08-20,2000.0,麵線,0007
R6M007000038,1999-08-22,1999-08-19,5000.0,豆腐,0006
R2M003000110,1999-08-23,1999-08-18,3000.0,全鴨,0002
R9M005000106,1999-08-23,1999-08-15,8000.0,鴨肉片,0009
R2M005000100,1999-08-23,1999-08-18,20000.0,鴨肉片,0002
R7M003000128,1999-08-23,1999-08-21,2000.0,全鴨,0007
R2M006000018,1999-08-24,1999-08-19,20000.0,特殊辣香料,0002
R7M005000085,1999-08-24,1999-08-22,10000.0,鴨肉片,0007
R9M003000080,1999-08-24,1999-08-16,1500.0,全鴨,0009
R8M005000090,1999-08-25,1999-08-15,8000.0,鴨肉片,0008
R2M007000086,1999-08-25,1999-08-20,8000.0,豆腐,0002
R8M007000035,1999-08-25,1999-08-15,3000.0,豆腐,0008
R4M007000045,1999-08-25,1999-08-17,11550.0,豆腐,0004
R1M007000076,1999-08-25,1999-08-17,2000.0,豆腐,0001
R10M007000031,1999-08-25,1999-08-19,12000.0,豆腐,0010
R10M006000010,1999-08-25,1999-08-19,20000.0,特殊辣香料,0010
R3M007000032,1999-08-26,1999-08-19,30000.0,豆腐,0003
R6M004000018,1999-08-26,1999-08-23,30000.0,香草,0006
R1M005000101,1999-08-26,1999-08-18,10000.0,鴨肉片,0001
R3M005000115,1999-08-26,1999-08-19,20000.0,鴨肉片,0003
